Move #	Angle (radians)	Distance(cells)
0	0.0	7.0
1	-0.5880026035475675	7.211102550927978
2	-2.0287942783921182	21.95449840010015
3	0.16994250454659598	15.620499351813308
4	0.8760580505981933	0.0
5	2.5393053074548293	19.4164878389476
6	0.15991312315821915	21.02379604162864
